I am the reaction after enjoying soda. What am I?,Belch.
"I am the red tongue of the earth, that buries cities?",Lava.
"I am the same written forward, backward and upside down. What am I?",Noon.
I am the second L in LOL. What am I?,Loud.
I am the signature stroll of ducks and penguins. What am I?,Waddle.
I am the state when a person is holding a person inside. What am I?,Pregnant.
"I am the third from a sparkle bright, I thrive throughout the day and night. Deep in the path of a cows white drink. I've had thousands of millions of years to think. But one of my creatures is killing me. And so the question I ask to thee, is who am I?",Earth.
"I am the third from a sparkle bright, I thrive throughout the day and night. Deep in the path of a cows white drink. I've had thousands of millions of years to think. But one of my creatures is killing me. And so the question I ask to thee, is?",Earth.
"I am the tool, for inspiring many. Buy me in the store, for not much more than a penny. Don't overuse me, or my usefulness will go?",Pen.
I am the type of room you can not enter or leave. Raise from the ground below. I could be poisonous or a delicious treat. What am I?,Mushroom.
"I am the ultimate killing machine, used not once but TWICE, I can be made by humans. What am I?",War.
I am the word that has three syllables and twenty six letters. What am I?,Alphabet.
I am the word that is always spelled correctly by everyone. What am I?,Correctly.
I am the yellow hem of the sea's blue skirt?,Beach.
"I am three simple words, everyone wants to hear. Three simple words, such simple words and yet.. life changing.. What am I?",I Love You.
I am too much for one but not enough for two. Give me to a third and I am gone. What am I?,Secret.
"I am two-faced but bear one head. Men spill their blood for me. I have no legs but travel widely. I make kings immortal. I am potent when shared, yet lust for my power keeps me locked away?",Money.
"I am two-faced but bear only one. I have no legs but travel widely. Men spill much blood over me. Kings leave their imprint on me. I have greatest power when given away, yet lust for me keeps me locked away?",Coin.
"I am two-faced but bear only one. I have no legs but travel widely. Men spill much blood over me. Kings leave their imprint on me. I have greatest power when given away, yet lust for me keeps me locked away. What am I?",Coin.
"I am used to bat with, yet I never get a hit. I am near a ball, yet never thrown. What am I?",Eyelash.
I am used when you jump off a bridge for fun. What am I?,Bungee.
I am very afraid of doing scary activities. What am I?,Chicken.
I am very important but often overlooked. What am I?,Nose.
"I am very large but look very small. When night falls, I am cherished by all. What am I?",Star.
I am weightless but you can see me. Put me in a bucket and I'll make it lighter. What am I?,Hole.
"I am weightless, yet no man can hold me for long. What am I?",Breath.
I am what bring things together. Without me everything you see would be a total mass or debris everywhere. What am I?,Gravity.
"I am where the sky is orange, I am where the glass is red, I am the land of violet bananas and the home to blue oranges?",Negative.
I am white and I am black. I am fast and I am not fat. I confuse many people with my style. Who am I?,Zebra.
"I am white, black and red all over. What am I?",Newspaper.
"I am whole but incomplete. I have no eyes, yet I see. You can see and see right through me. My largest part is one fourth of what I once was?",Skeleton.
"I am whole but incomplete. I have no eyes, yet I see. You can see and see right through me. My largest part is one fourth of what I once was. What am I?",Skeleton.
I am wingless but airborne and when I meet your gaze tears will fall from your eyes. What am I?,Smoke.
"I am wood that is neither hard, straight, or crooked. What am I?",Saw Dust.
I am yellow and I write and my mate is white. What am I?,A pencil.
"I am yellow on the outside, white inside and very appealing. What am I?",Banana.
I am young in the sun and trapped to be aged. Held in a bottle but opening is delayed. What am I?,Wine.
I am your mothers brothers only brother in law. who am I?,Father.
"I am, in truth, a yellow fork from tables in the sky by inadvertent fingers dropped the awful cutlery. Of mansions never quite disclosed and never quite concealed the apparatus of the dark to ignorance revealed. What am I?",Lightning.
"I appear in the morning but am always there. You can never see me through I am everywhere. By night i am gone, though I sometimes never was. Nothing can defeat me but I am easily gone?",Sunlight.
"I appear in the morning. But am always there. You can never see me. Though I am everywhere. By night I am gone, though I sometimes never was. Nothing can defeat me. But I am easily gone?",Sunlight.
I ask no questions but receive a lot of answers. What am I?,Doorbell.
"I beam, I shine, I sparkle white. I'll brighten the day with a single light. I'll charm and enchant all. I'll bring the best in you all. What am I?",Smile.
I become shorter when you add 2 letters to me. What am I?,Short.
I begin and have no end. Eventually I will be the ending of all that has begun. What am I?,Death.
I begin your sentences. What am I?,Capital.
"I belong to everyone. Sometimes make you happy, sometimes make you sad. I will never end until the day you do. What am I?",Thoughts.
I belong to you but others use me more often than you do. What am I?,Name.
I bind it and it walks. I loose it and it stops?,Sandal.
"I bind it, it walks. I loosen it stops. What is it?",Sandal.
I bring milk and have a horn but I am not a cow. What am I?,Milk Truck.
I bubble and laugh and spit water in your face. I am no lady and I don't wear lace?,Fountain.
I build up castles. I tear down mountains. I make some men blind but I help others to see. What am I?,Sand.
I build up castles. I tear down mountains. I make some men blind. I help others to see?,Sand.
I cab be full but I will never spill. I disappear at times but return I always will. What am I?,Moon.
"I came to town and met three people; they were neither men, nor women, nor children; what were they?","A man, a woman and a child."
I can alter the actions of a king and leave puzzled the greatest of philosophers. What am I?,Woman.
I can be as thin as a picture frame but my insides have many things you can see. What am I?,Television.
I can be caught but not thrown?,Cold.
I can be cracked or played; told or made. What am I?,A joke.
"I can be cracked, I can be made. I can be told and I can be played?",Joke.
"I can be cracked, I can be made. I can be told, I can be played?",Joke.
"I can be cracked, made, told and played. What am I?",Joke.
I can be cut but I can’t ever be cooked or eaten. What am I?,A deck of cards.
I can be driven but have no wheels. I can be sliced but still remains whole. What am I?,Golf Ball.
I can be entertaining until you realize some pieces have been lost. What am I?,Puzzle.
I can be found after you remove 6 letters from BSAINXLEATEARS. What am I?,Banana.
"I can be found in seconds, minutes and centuries but not in days, years or decades?",N.
I can be found in water but never wet. What am I?,Reflection.
"I can be found on a present, the front of a boat, or after the rain. What am I?",Bow.
"I can be found on fingers, in toolboxes and in snails. What am I?",Nail.
I can be hairy and itchy all over. I hang on a stick. I can be the scariest thing you have ever seen. I stand in the middle of nowhere. What am I?,Scarecrow.
I can be heard in a court of carried with you. What am I?,Case.
I can be long or short. I can be grown or bought. I can be painted or left bare. My tip can be round or square. (one word) What am I?,Fingernails.
"I can be long, or i can be short. I can be grown,and i can be bought. I can be painted, or left bare. I can be round, or square?",Fingernail.
"I can be moved. I can be rolled. But nothing will I hold. I'm red and I'm blue and I can be other colors too. Having no head, though similar in shape. I have no eyes - yet move all over the place?",Ball.
"I can be quick and then I'm deadly, I am a rock, shell and bone medley. If I was made into a man, I'd make people dream, I gather in my millions By ocean, sea and stream?",Sand.
"I can be red, blue, purple and green. No one can reach me, not even the queen. What am I?",Rainbow.
I can be repeated but rarely in the same way. I can't be changed but can be rewritten. I can be passed down but should not be forgotten. What am I?,History.
"I can be round or shot, painted or bare. Sometimes I am round, at others I'm square. What am I?",Fingernail.
"I can be short and sometimes hot. When displayed, I rarely impress?",Temper.
I can be simple or I can be complex. I can be found in this riddle or in everyday life. I c an be shapes or even colors. What am I?,Pattern.
I can be simple or I can be complex. I can be found in this riddle or in everyday life. I can be shapes or even colors. What am I?,Pattern.
I can be swallowed but I can also swallow you. What am I?,Pride.
I can be sweet or sour. I do not rhyme with any other word. What am I?,Orange.
I can be thin but not fat; in your body but never on your placemat. I'm always better when I'm fresh but you'll never see me in the flesh. What am I?,Air.
I can be told and can make you crazy. Most people don't like me and think I'm harmful?,Lie.
I can be told and can make you crazy. Most people don't like me and think I'm harmful. What am I?,Lie.
"I can be told, I can be played. I can be cracked and I can be made. What am I?",Joke.
"I can be used to type and point you see. But don't forget, you can count on me. What am I?",Fingers.
I can be winding and I can be straight. I can be smooth and I can be rough. Sometimes both. I start out black but fade to brown the more I am used. My favorite colors are yellow and white and I love stripes and dashed lines. What am I?,Road.
"I can be written, I can be spoken, I can be exposed, I can be broken?",News.
I can bring back the dead and a tear to your eye. A stir of emotions will follow close by. What am I?,Memories.
I can burn your mouth and sting your eye but I am consumed everyday. What am I?,Salt.
I can fall off a building and live but in water I will die. What am I?,Paper.
"I can feel any space, float and disappear. Never touching the ground I help others get around. What am I?",Gas.
I can fill a house or fill your mouth but you can never catch me in your hands. What am I?,Smoke.
I can fill a room but I take up no space. What am I?,Light.
I can fill a room but take up no space. Look out at night and I am in no place. What am I?,Light.
"I can fly but I have no wings. I can cry but I have no eyes. Wherever I go, darkness follows me. What am I?",Cloud.
I can generate fear and some say I come out of your ears. I am as quite as a mouse but not welcomed in the house. What am I?,Smoke.
I can go through glass without breaking it. What am I?,Light.
I can help you to mend. I hide my body but never my head. What am I?,Nail.
I can honk without using a horn?,Goose.
I can honk without using a horn. What am I?,A goose.
"I can invent dreams or open the skies. It's easy to use me, just close your eyes. What am I?",Imagination.
"I can never be stolen from you. I am owned by everyone. Some have more, some have less. What am I?",Knowledge.
I can only be played on a windy day. What am I?,Kite.
"I can run but not walk, have a mouth but cant talk and a bed but I do not sleep. What am I?",River.
"I can run but not walk. Wherever I go, thought follows close behind?",Nose.
"I can run but not walk. Wherever I go, thought follows close behind. What am I?",Nose.
I can shave everyday but my beard will stay. who am I?,Barber.
I can sing but I can't talk. I can climb a high tree but can't run. I have very soft hair and a very hard mouth?,Bird.
"I can sizzle like bacon, I am made with an egg. I have plenty of backbone but lack a good leg. I peel layers like onions but still remain whole. I can be long, like a flagpole, yet fit in a hole?",Snake.
"I can sizzle like bacon. I am made with an egg, I have plenty of backbone but lack a good leg. I peel layers like onions but still remain whole. I can be long, like a flagpole, yet fit in a hole. What am I?",Snake.
"I can speak with my hard metal tongue. But I cannot breathe, for I have no lung. What am I?",Bell.
I can swim but never get wet. I can run but never get tired. I follow you everywhere but never say a word. What am I?,Shadow.
"I can trap many different things and colors, Ever changing, not boring. Look closely and you may find yourself Also caught in my trap?",Mirror.
I can travel from there to here by disappearing and here to there by reappearing?,T.
I can travel the world without leaving my corner. What am I?,Stamp.
I can wake you up in the morning but I require no electricity or winding. What am I?,Rooster.
"I can wave my hands at you but I never say goodbye. You are always cool when with me, even more so when I am high! What am I?",Electric Fan.
I can't believe it's not?,Butter.
"I can't go left, I can't go right. I am forever stuck in a building over three stories high. What am I?",Elevator.
"I cannot be bought, cannot be sold, even if I'm sometimes made of gold. What am I?",Heart.
I cannot be burned in fire or drowned in water. What am I?,Ice.
"I cannot be felt or moved but as you come closer, I get more distant. What am I?",Horizon.
"I cannot be felt, seen or touched. Yet I can be found in everybody. My existence is always in debate. Yet I have my own style of music?",Soul.
"I cannot be felt, seen or touched. Yet I can be found in everybody. My existence is always in debate. Yet I have my own style of music. What am I?",Soul.
"I cannot be other than what I am, Until the man who made me dies, Power and glory will fall to me finally, Only when he last closes his eyes?",Prince.
"I cannot be other than what I am, until the man who made me dies. Power and glory will fall to me finally. Only when he last closes his eyes?",Prince.
I cannot be used until I have been broken. What am I?,Egg.
"I cannot hear or even see but sense light and sounds there may be, sometimes I end up on a hook, I can be combined with a book?",Worm.
"I cannot walk and cannot see, I'm straw on a stick but keep things tidy. What am I?",Broom.
I carried by mad animals. What am I?,Rabies.
I carry my home on my back. I am not rich but I leave silver in my track. What am I?,Snail.
I carry you down a gental stream. What am I?,Rowboat.
I cause involuntary movements in your vehicle. What am I?,Tow Truck.
I climb higher as I get hotter. I can never escape from my crystal cage. What am I?,Mercury.
I come down but never go up. What am I?,Rain.
"I come in different colors and shapes. Some parts of me are curvy, some are straight. You can put me anywhere you like but there is only one right place for me. What am I?",Jigsaw Puzzle.
"I come in many colors, so beautiful and bright, I turn homes into a beautiful sight. What am I?",Christmas lights.
I come in many different colors and I get bigger when I’m full. I will float away if you don’t tie me down and I will make a loud sound if I break. What am I?,A balloon.
I come in many shapes and colors. I sing in the breeze but only live 7 months. What am I?,Leaf.
"I come in many shapes, sizes and colors. I stick to many surfaces but I am, in fact, not sticky at all. What am I?",Magnet.
"I come in winter. I cannot see, hear, or feel. I can't eat but you can eat parts of me?",Snowman.
"I come off a beautiful creature, which soars in the sky. I come off a peckish creature, which has a tail as mighty as the sun! I am sometimes dirty and parents beg you not to pick me up. What am I?",Feather.
"I come out of the earth, I am sold in the market. He who buys me cuts my tail, takes off m suit of silk and weeps beside me when I am dead?",Onion.
I come with a train and go with a train and the train doesn't need me but can't go without me. What am I?,Noise.
"I come without being fetched at night, hides away as soon as daylight strikes. Although I may look small, I am much mightier than what you can imagine. What am I?",Star.
"I consist mostly of lettuce, along with a variety of other veggies. Ranch is one of my popular dressings. What am I?",Salad.
"I consist of several parts. Two slices of bread, usually cheese and some kind of lunch meat. What am I?",Sandwich.
I contain five little items of an everyday sort. You can find all five in a tennis court. What am I?,Vowels.
"I contain six letters, minus one and you got twelve. What am I?",Dozens.
"I contain words about words, some of which you've never heard. What am I?",Dictionary.
"I cost no money to use, or conscious effort to take part of. And as far as you can see, there is nothing to me. But without me, you are dead?",Air.
I count time but have no end. Tick tick but I am not a clock. What am I?,Metronome.
I cover reality and hide what is true but may bring out the courage in you. What am I?,Make up.
I cover what is real and hide what is true but sometimes I bring out the courage in you?,Makeup.
I cover what is real and hide what is true. But sometimes I bring out the courage in you. What am I?,Makeup.
"I cover what's real, hide what is true but sometimes bring out the courage in you. What am I?",Makeup.
I cover what’s real; hide what is true but sometimes bring out the courage in you. What am I?,Makeup.
I cracked by Indiana Jones. What am I?,Whip.
I crawl on the earth and rise on a pillar?,Shadow.
I crawl on the earth and rise on a pillar. What am I?,Shadow.
I crawl on the earth. And rise on a pillar?,Shadow.
I crushed on Wendy Darling. What am I?,Peter Pan.
"I cut through evil like a double edged sword and chaos flees at my approach. Balance I single-handedly upraise, through battles fought with heart and mind, instead of with my gaze?",Justice.
"I cut through evil like a double edged sword and chaos flees at my approach. Balance I single-handedly upraise, through battles fought with heart and mind, instead of with my gaze. What am I?",Justice.
I dance and sing in the breeze but I have neither voice nor feet. What am I?,Tree.
I dance on one feet and knows only one shape. Someone with same name as me is very good with directions. What am I?,Compass.
I describe a toilet cleaner as well as one of Santa's reindeer. What am I?,Comet.
I destroy your home from inside out. What am I?,Termite.
"I dig out tiny caves and store gold and silver in them. I also build bridges of silver and make crowns of gold. Sooner or later everybody needs my help, yet many people afraid to let me help them. What am I?",Dentist.
I dig out tiny caves and store gold and silver in them. I also build bridges of silver and make crowns of gold. They are the smallest you could imagine. Sooner or later everybody needs my help. Yet many people are afraid to let me help them?,Dentist.
I direct you from outer space. What am I?,GPS.
I do not breathe but I run and jump. I do not eat but I swim and stretch. I do not drink but I sleep and stand. I do not think but I grow and play. I do not see but you see me everyday?,Leg.
"I do not contain flesh, feather, or scales; yet I have fingers and thumbs. What am I?",Glove.
I do not have eyes but I once could see. I used to have thoughts but now I'm empty. What am I?,Skull.
I do not speak but there is no word I cannot make. What am I?,Alphabet.
I don't forget! What am I?,Elephant.
"I don't live within a house, nor do I live without. Most will use me when they come in and again when they go out. What am I?",Door.
I don't think or eat or slumber. Or move around or fear thunder. Just like you I look the same but I can't harm you or be your bane?,Doll.
I drift forever with the current and flows to your everyday life. I make living easy but I am good at killing people too. What am I?,Electricity.
"I drift forever with the current down these long canals they’ve made, Tame, yet wild, I run elusive Multitasking to your aid. Before I came, the world was darker, colder, sometimes, rougher, true. But though I might make living easy, I’m good at killing people too?",Electricity.
"I drive men mad for love of me, easily beaten, Never free?",Gold.
"I drive men mad for love of me. Easily beaten, never free?",Gold.
"I drive men mad for the love of me. Easily beaten, never free. What am I?",Gold.
"I eat as you turn me, my blade cutting wood. When I am full, empty me you should. What am I?",Sharpener.
"I eat, I live, I breathe, I live, I drink, I die. What am I?",Fire.
"I enclose you in darkness but allow you to see many things. If you resist me, you're likely to get rings. What am I?",Sleep.
I encourage people to run home and steal. What am I?,Baseball.
I engulf you in darkness but you see many things. I can be resisted but a lack of me leaves rings. What am I?,Sleep.
I fall but I never get hurt. What am I?,Snow.
I fall but I never get hurt?,Snow.
I fall from the sky but am not rain. I like the cold and not the sun. People like to eat me. What am I?,Snow.
I fasten it and it walks. I unfasten it and it stops. What is it?,Sandal.
I fill a room but take no space. What am I?,Light.
I flow from the mouth of Homer when he sees doughnuts. What am I?,Drool.
I fly away as soon as you set me loose. People around you may slowly move away once they sense my presence. What am I?,Fart.
I fly but have no wings. I cry but have no eyes. I see the sky get dark and I see when the sun comes up. What am I?,Cloud.
"I fly forever, Rest never. What am I?",Wind.
I fly in the air without engines and am controlled by man on the ground. What am I?,Kite.
"I fly through the air on small feathered wings, seeking out life and destroying all things?",Arrow.
"I fly to any foreign parts, assisted by my spreading wings. My body holds an hundred hearts, Nay, I will tell you stranger things when I am not in haste I ride and then I mend my pace anon. I issue fire from my side. You witty youths, this riddle con?",Ship.
"I fly to any foreign parts, assisted by my spreading wings. My body holds an hundred hearts, Nay, I will tell you stranger things when I am not in haste I ride and then I mend my pace anon. What am I?",Ship.
I fly when I'm on and float coming off. What am I?,Feather.
"I fly, yet I have no wings. I cry, yet I have no eyes. Darkness follows me, lower light I never see. What am I?",Cloud.
"I fly, yet I have no wings. I cry, yet I have no eyes. Darkness follows me?",Cloud.
"I fly, yet I have no wings. I cry, yet I have no eyes. Darkness follows me. Lower light I never see?",Cloud.
"I fly, yet I have no wings. I cry, yet I have no eyes. Darkness follows me. Lower light I never see. What am I?",Cloud.
I follow you all the time and copy your every move but you can’t touch or catch me. What am I?,Your shadow.
"I get paid to shoot people, then blow them up. What am I?",Photographer.
I get wet when drying?,Towel.
I get wet when drying. I get dirty when wiping. What am I?,Towel.
"I give life for my own, have a beginning but my end is unknown. What am I?",Sun.
I give milk and have a horn but I'm not a cow? Who am I?,Milk Truck.
I give milk and have a horn but I'm not a cow. What am I?,Milk Truck.
I give milk and I have a horn but I’m not a cow. What am I?,A milk truck.
"I give people a huge fright but at the end I'm sweet. I normally celebrate at night, when there's less heat. What am I?",Halloween.
I give you one and you have two or none. What am I?,A choice.
I go all around the world but never leave the corner. What am I?,A stamp.
I go around a yard but does not move. What am I?,Fence.
I go around and in the house but never touches the house. What am I?,Sun.
"I go around in circles but always straight ahead. Never complain, no matter where I am led?",Wheel.
"I go around in circles but always straight ahead. Never complain, no matter where I am led. What am I?",Wheel.
"I go from house to house, a messenger small and tight. Weather it rains or snows. I sleep outside at night. What am I?",Road.
"I go in dry and come out wet, the longer I'm in, the stronger I get. What am I?",Teabag.
"I go in dry and come out wet. The longer I stay in, the stronger my surroundings get. What am I?",Tea Bag.
"I go in dry and come out wet. The longer I'm in, the stronger I get. What am I?",Tea Bag.
I go in hard and dry. I come out soft and sticky. You can blow me?,Gum.
I go in hard and I come out soft. You blow me hard. What am I?,Gum.
"I go in hard, come out soft. Blow me hard and I'll make a pop. What am I?",Gum.
I go in hard. I come out soft. You blow me hard. What am I?,Gum.
I go inside boots and outside shoes. What am I?,Ankles.
I go through a door but never go in and never come out. What am I?,Keyhole.
I go up and down at the same time. Up towards to sky and down towards the ground. What am I?,See-Saw.
I go up and down but never move. What am I?,A staircase.
"I go up and never come down no matter how hard you wish. As I get higher, more wrinkles crawl on to the face. What am I?",Age.
I go up when the rain comes down. What am I?,Umbrella.
I grow down as I grow up. What am I?,A goose. Goose feathers are called down.
I grow up while growing down What am I?,Goose.
"I had a bright start but I couldn't take the pressure. I consume everything, yet I don't eat anything. What am I?",Black Hole.
I hatch without food What am I?,Hunger.
I have 4 eyes but cannot see. What am I?,Mississippi.
I have a big mouth and I am also quite loud! I am not a gossip but I do get involved with everyone's dirty business?,Vacuum Cleaner.
I have a body of stone and a fiery heart and sooner or later my head and I will part. What am I?,Volcano.
"I have a body, arms, legs and a head but have no heart nor no guts. What am I?",A skeleton.
"I have a brother. However much we run, we do not reach each other. What am I?",Wheels.
I have a face but no eyes and hands but no arms. What am I?,Clock.
"I have a face but no eyes, hands but no arms. What am I?",Clock.
"I have a face, two arms and two hands, yet I can not move. I count to twelve, yet I can not speak, I can still tell you something everyday?",Clock.
"I have a face, two arms and two hands, yet I can not move. I count to twelve, yet I can not speak. I can still tell you something everyday?",Clock.
"I have a face, yet no senses. But I don't really care, because time is of the essence?",Clock.
I have a few points but we're not competing. I'll help you win when you're eating. What am I?,Fork.
I have a foot but no legs. What am I?,Snail.
I have a frame but n picture. I have poles but not standing up. What am I?,Glasses.
I have a frame but no pictures. I have poles but not standing up. What am I?,Glasses.
I have a gown but I'm not a priest; I have a crown but I'm not a king. What am I?,Rooster.
I have a head and a tail but my eyes can never see my tail. What am I?,Coin.
"I have a head and a tail, exactly the same size?",Coin.
"I have a head, tail but no arms and legs. What am I?",Coin.
I have a heart of gold and I smell when I'm old. What am I?,Egg.
I have a hole in my back and legs I lack. I live where I can’t breathe and I eat without teeth. What am I?,A whale.
I have a hundred legs but cannot stand. I have a long neck but no head. I cannot see and I help keep your house neat and tidy. What am I?,Broom.
I have a hundred legs but cannot stand. I have a long neck but no head. I cannot see. I'm neat and tidy as can be?,Broom.
"I have a large money box, 10 inches wide and 5 inches tall. Roughly how many coins can I place in my empty money box?","Just one, after which it will no longer be empty."
I have a little house in which I live all alone. My house has no doors or windows and if I want to go out I must break through the wall. What am I?,Chicken.
I have a little pool with two layers of wall around it. One white and soft and the other dark and hard. Amidst a light brown grassy lawn with an outline of a green grass. What am I?,Coconut.
"I have a little sister, they call her Peep, Peep; She wades the waters deep, deep, deep; She climbs the mountains high,high, high; Poor little creature she has but one eye?",Star.
"I have a long tail that I let fly. Every time I go through a gap, I leave a bit of my tail in the trap. What am I?",Needle.
I have a metal roof and glass wall. I burn and burn but never fall. what am I?,Lantern.
I have a mouth on my head and eat everything. What am I?,Backpack.
I have a name that's not mine and no one cares about me in their prime. People cry at my sight and lie by me all day and night. What am I?,Tombstone.
"I have a neck and no head, two arms but no hands. I'm with you to school, I'm with you to work. What am I?",Shirt.
I have a neck but no head. I have a body but no arm. I have a bottom but no leg?,Bottle.
I have a red cap on my head and a stone in my throat my sweetness is something of note. What am I?,Cherry.
I have a ring but no fingers. I used to stay still all the time but nowadays I follow you around. What am I?,Telephone.
I have a small hill with seven holes. What am I?,Head.
I have a straight back and sharp teeth to cut objects. What am I?,Saw.
I have a tail and a head but no body. What am I?,A coin.
I have a tail. I can fly. I'm covered in colorful feathers. I can whistle and I can talk?,Parrot.
I have a thousand needles but I do not sew. What am I?,A porcupine.
I have a title and many pages. I am a genteel of genteel descent. I am a killer veteran of war. I am a slave to my lord pledged to his service?,Knight.
I have a title and many pages. I am a genteel of genteel descent. I am a killer veteran of war. I am a slave to my lord pledged to his service. What am I?,Knight.
"I have an end but no beginning, a home but no family, a space without room. I never speak but there is no word I cannot make. What am I?",Keyboard.
"I have an eye But cannot see, You'll head inside When you see me?",Storm.
I have an eye but cannot see. I am stronger and faster then any man alive but have no limbs?,Hurricane.
I have an eye but cannot see. What I am?,Needle.
I have arms but cannot carry a thing. But wave at me and I wave back at you. What am I?,Reflection.
I have been around for millions of year but I am never more than a month old?,Moon.
"I have been the beginning of ideas for all time, yet I am just one simple small object, the things that you can use me for can be frustrating and also I can be pretty. I have some of the most valuable thing in the world on me, yet almost everyone owns me. With me you can make anything. What am I?",Paper.
"I have branches but no fruit, trunk, or leaves. What am I?",A bank.
I have cities but no houses. I have forests but no trees. I have water but no fish. What am I?,A map.
"I have cities with no people, forests with no trees and oceans with no water. What am I?",Map.
I have Eighty-eight keys but cannot open a single door. What am I?,Piano.
I have every color but no gold. What am I?,Rainbow.
I have fangs and enjoy piecing holes with a single bit. What am I?,Stapler.
"I have feathers that help me fly; with head and body but I'm not alive. Very skinny and a fixed length, how far I go depends on?",Arrow.
I have feet on my head. What am I?,Lice.
I have five letters and people eat me. When you remove my first letter I become a crime. Remove my first two letters and I am an animal. If you remove my first and last letters I'm a form of music?,Grape.
"I have four eyes, yet I can’t see a thing. What am I?",MISSISSIPPI.
I have four legs but no tail. Usually I am heard only at night?,Frog.
"I have four legs, one head and a foot. What am I?",Bed.
"I have four wings but cannot fly. I never laugh and never cry. On the same spot always found, toiling away with little sound?",Windmill.
"I have got three eyes and all are in a straight line. When my red eyes opens, everything freezes. What am I?",Traffic Lights.
"I have green hair, a round red head and a long thin white beard. What am I?",Radish.
I have hands but cannot clap. What am I?,Clock.
"I have holes on the top and bottom. I have holes on my left and on my right. And I have holes in the middle, Yet I still hold water?",Sponge.
I have horns but I can’t beep. I like to bleat but I’m not a sheep. What am I?,A goat.
"I have keys but cannot open any locks. Sometimes loud, sometimes soft. What am I?",Music.
"I have keys but no doors. I have space but no rooms, I allow you to enter but you are never able to leave. What am I?",A keyboard.
I have keys but no locks. I have space but no room. You can enter but can't go outside?,Keyboard.
I have keys but no locks. I have space but no room. You can enter but can't go outside. What am I?,Keyboard.
I have keys but no locks. I have space but no room. You can enter but cannot go outside. What am I?,Keyboard.
"I have lakes with no water, mountains with no stone and cities with no buildings. What am I?",A map.
"I have leaves on my fruit, my fruit is on my leaves. What am I?",Pineapple.
"I have legs but never walk, I may have flowers but no soil, I hold food but never eat?",Table.
I have legs but seldom walk; I backbite many but never talk; I seek places that can hide me because those that feed me cannot abide me?,Flea.
"I have legs but walk not, a strong back but work not, two good arms but reach not, a seat but sits and tarry not?",Armchair.
"I have legs but walk not, a strong back but work not. Two good arms but reach not. A seat but sit and tarry not?",Chair.
"I have long legs, crooked thighs, little head and no eyes. What am I?",Tongs.
I have many feathers to help me fly. I have a body and head but I'm not alive. It is your strength which determines how far I go. You can hold me in your hand but I'm never thrown?,Arrow.
I have many feathers to help me fly. I have a body and head but I'm not alive. Your strength determines how far I go. You can hold me in your hand but I'm never thrown?,Arrow.
I have many keys but cannot open any doors. What am I?,A piano.
"I have many letters and though it's strange to say, I stay the same no matter How many I give away?",Mailman.
I have married many woman but has never been married. What am I?,Priest.
I have married many women but I am not married. Who am I?,Priest.
"I have memories but none of my own, whatever's on my inside is what is shown. If I'm ever different it's because you changed me, I feel like a decoration, here for you to arrange me. What am I?",Picture Frame.
I have more shoes than anybody but less feet than everyone. I am met in the morning but departed in the night. I may shake as if I'm angry but I won't bite. What am I?,Ground.
"I have no beginning, end, or middle. What am I?",Doughnut.
"I have no bones and no legs but if you keep me warm, I will soon walk away. What am I?",Egg.
I have no end and am the ending of all that begins. What am I?,Death.
"I have no eyes, no legs or ears and I help move the earth. What am I?",Worm.
"I have no head and a tail I lack but I do have arms and legs and back; I inhabit the palace, the tavern, the cot, 'tis a beggarly residence where I am not. If a monarch were present (I tell you no fable), I still should be placed at the head of the table. What am I?",Chair.
"I have no head and a tail I lack but oft have arms and legs and back; I inhabit the palace, the tavern, the cot, 'Tis a beggarly residence where I am not. If a monarch were present (I tell you no fable), I still should be placed at the head of the table?",Chair.
I have no legs. I will never walk but always run. What am I?,A river.
I have no life but I can die. What am I?,A battery.
"I have no voice but I can teach you all there is to know. I have spines and hinges but I am not a door. Once I've told you all, I cannot tell you more. What am I?",Book.
I have no wings but I can fly. And I have no eyes but I can cry. What am I?,A cloud.
I have one eye. See near and far. I hold the moments you treasure and the things that make you weep?,Camera.
"I have one, you have one. If you remove the first letter, a bit remains. If you remove the second, bit still remains. If you remove the third, it still remains?",Habit.
"I have palms but not on hands, I offer foods from distant lands, When at my peak you'll see me smoke, I'm famous for my friendly folk, My flowers grow and yet they lay, There's fire where a man will play. What am I?",Hawaii.
I have rivers without water. Forests without trees. Mountains without rocks. Towns without houses?,Map.
"I have roads but no pavement, rivers but no water and cities but no buildings. What am I?",Map.
"I have roots nobody sees. I am taller than trees. Up, up I go but I never grow. What am I?",Mountain.
I have seas without water. I have forests without wood. I have deserts without sand. I have houses with no bricks?,Map.
"I have six faces but not even one body connected, eyes in total but cannot see. What am I?",Dice.
I have split the one into five. I am the circle that few will spy. I am the path that breaks and gives. I am the bow no man may bend?,Rainbow.
I have strong affection for belly buttons. What am I?,Lint.
I have thirteen hearts but no body or soul. What am I?,Deck of Cards.
I have three eyes and only one leg. Obey me or you will be sorry. What am I?,Traffic Light.
I have three feet but no arms or legs. What am I?,Yard.
"I have three heads. Cut off one, I become stronger. Cut off two, I become ten. What am I?",Fox.
I have to be broken before I can be used. What am I?,Egg.
I have to be opened but I don’t have a lid or a key to get in. What am I?,An egg.
I have two arms but fingers none. I have two feet but cannot run. I carry well but I have found I carry best with my feet off the ground. What am I?,Wheelbarrow.
I have two bodies but I am joined into one. I sit still but when flipped I run. What am I?,Hourglass.
